id,class,abstract
3260,U,Modern Family wins the Primetime Emmy Award for Outstanding Comedy Series tying with Frasier at most wins in that category with five each.
3261,U,Breaking Bad wins the Primetime Emmy Award for Outstanding Drama Series.
3262,U,Amazon purchases the live streaming site Twitch for $970 million.
3263,U,ISIS militants release an online video showing the beheading of American-Israeli journalist Steven Sotloff.
3264,D,CVS Pharmacy rebrands itself as CVS Health
3265,D,The U.S. Court of Appeals for the Seventh Circuit deems the same-sex marriage bans in Wisconsin and Indiana unconstitutional and immediately stays the ruling pending appeal.
3266,U,At the NATO summit in Wales
3267,U,President Barack Obama gives a televised speech detailing the country's plan to "degrade and destroy" the ISIS threat in the Middle East with the help of a multinational coalition
3268,D,Self-taught survivalist Eric Frein opens fire outside the Troop R barracks of the Pennsylvania State Police
3269,D,Microsoft announces that it is purchasing Mojang
3270,U,Home Depot says that around 56 million customer debit and credit cards are at risk after a cyber attack on their payment systems.
3271,U,Ukrainian President Petro Poroshenko visits the United States Congress to seek assistance in combating pro-Russian separatists in eastern Ukraine.
3272,U,A grandfather in the town of Bell
3273,D,Armed with a knife
3274,D,The United States and several Arab partners begin their airstrike campaign in Syria.
3275,U,At a food processing plant in Moore
3276,D,The CDC reports the first Ebola case diagnosed in the United States in Dallas
3277,D,Amid criticism related to a September 19 White House infiltration incident
3278,D,Former head of corporate security for Comcast Joseph Clancy takes over as Director of the United States Secret Service after previous director Julia Pierson resigns following several scandals surrounding the agency.
3279,U,The United States Department of Labor reports that in September 2014
3280,U,President Barack Obama names Ron Klain as "Ebola response coordinator" (or
3281,U,A federal district court judge strikes down Arizona's ban on same-sex marriage and does not stay the ruling
3282,D,Homeland Security Council Kenneth L. Wainstein releases a report revealing that
3283,U,A hatchet-wielding man
3284,U,A 14-year-old student at Marysville Pilchuck High School in Marysville
3285,U,An Antares rocket carrying the Cygnus CRS Orb-3 uncrewed resupply spacecraft explodes shortly after liftoff at the Mid-Atlantic Regional Spaceport in Wallops Island
3286,D,The San Francisco Giants defeat American League champion Kansas City Royals 4 games to 3 in the 2014 World Series.
3287,U,After a 48-day manhunt
3288,U,A Beechcraft King Air B200 plane crashes into the FlightSafety International building at the Wichita Mid-Continent Airport in Wichita
3289,U,During a test flight
3290,U,The new One World Trade Center building in New York City opens.
3291,D,The 2014 senatorial
3292,U,For the first time since the United States v. Windsor case
3293,D,President Obama authorizes sending over 1
3294,D,Walt Disney Animation Studios' 54th feature film
3295,U,President Obama recommends the FCC reclassify broadband Internet service as a telecommunications service in order to preserve net neutrality.
3296,U,President Obama and Chinese President Xi Jinping announce an agreement between the US and China to increase efforts to reduce carbon dioxide emissions in the two countries by 2030.
3297,U,The Supreme Court lifts the stay on a ruling overturning the ban on same-sex marriage in the state of Kansas.
3298,U,The National Cathedral in Washington
3299,D,Dr. Martin Salia
3300,D,It is announced that 80-year-old convicted serial killer Charles Manson has successfully obtained a marriage license
3301,U,A major lake effect snow storm
3302,D,A federal judge in Montana strikes down that state's same-sex marriage ban.
3303,U,President Barack Obama gives a televised speech announcing his plans to use executive action to reform American policy on immigration
3304,U,Ricky Jackson and Wiley Bridgeman
3305,U,Shooting of Michael Brown: Riots break out in Ferguson
3306,U,The University of Virginia suspends its fraternity program after a highly controversial report in the December 2014 issue of Rolling Stone released on November 19 alleges a vicious gang rape on the UVA campus by one of the university's fraternities. Protests on the campus of UVA and other universities nationwide are sparked.
3307,D,The unemployment rate drops to 5.6%
3308,D,Actor and comedian Bill Cosby resigns from Temple University's board of trustees in light of accusations of sexual assault by at least 26 women.
3309,U,The FBI launches a probe into a massive hacking attack on Sony Pictures
3310,D,Death of Eric Garner: Protests erupt in New York City after a grand jury decides not to indict NYPD officers Daniel Pantaleo and Justin Damico in the death of Garner. Protests continue throughout the week in cities across the country for both the deaths of Garner and Michael Brown.
3311,U,The first test flight of the Orion spacecraft successfully takes place from Space Launch Complex 37B at Cape Canaveral Air Force Station in Florida.
3312,U,A coalition of Democrats in the Senate releases a highly redacted 500-page report of its four-year investigation into the CIA's torture interrogation methods during the Bush Administration
3313,D,In light of the Senate Democrats critical report of the CIA
3314,D,A federal appeals court overturns the insider trading convictions of two former hedge fund traders
3315,D,The Supreme Court of the United States rules by an 8–1 vote that evidence collected based on a reasonable misinterpretation of the law can be used at trial and is not deemed an unreasonable search or seizure.
3316,D,35-year-old Bradley William Stone kills six people in a rampage shooting in Salford Township
3317,U,President Barack Obama announces the resumption of normal relations between the U.S. and Cuba
3318,U,New York becomes the first state in the nation to issue a full and complete ban on any hydraulic fracturing.
3319,U,In response to the release of sensitive information and threats of violence by a group sympathetic to North Korea
3320,U,President Barack Obama signs Ukraine Freedom Support Act of 2014 into law.
3321,U,Sony gives the controversial film The Interview a limited theatrical release and also releases the film on Google Play
3322,D,Groundbreaking and construction begin on the $68 billion California High-Speed Rail System
3323,D,Federal judge James R. Spencer sentences former Governor of Virginia Bob McDonnell to two years in prison on federal corruption charges.
3324,D,A gunman fatally shoots a doctor at a VA hospital in El Paso
3325,D,The Ohio State Buckeyes defeat the Oregon Ducks to win the inaugural College Football Playoff National Championship at AT&T Stadium in Arlington
3326,D,A federal judge rules that South Dakota's ban on same-sex marriage is unconstitutional
3327,D,Bruce Rauner is sworn in as the 42nd governor of Illinois
3328,D,The FBI arrests an Ohioan man for threatening to stage an ISIS-inspired attack on the United States Capitol.
3329,D,A collision between a train and a prison transport bus near Penwell
3330,D,The nominations for the 87th Academy Awards are announced at the Samuel Goldwyn Theater in Beverly Hills
3331,U,The Supreme Court announces it will hear four appellate rulings whether there is a constitutional right to same-sex marriage. Oral arguments will take place in April and a ruling may occur by June.
3332,U,President Barack Obama delivers his State of the Union Address to the United States Congress.
3333,U,The U.S. Southern District of Alabama strikes down the state ban on same-sex marriage in Alabama
3334,U,The Supreme Court announces it will review the lethal injection protocol used by Oklahoma
3335,U,A collision between a commuter train and a passenger vehicle kills six in Valhalla
3336,U,The 11th Circuit Court of Appeals refuses to stay a judge's ruling overturning the banning of same-sex marriage in Alabama
3337,U,American electronics retail store franchise RadioShack files for Chapter 11 bankruptcy protection after 11 consecutive quarterly losses.
3338,U,U.S. officials announce that in light of the Houthi takeover of the Yemeni capital city of Sana'a and the resignation of Yemeni President Abd Rabbuh Mansur Hadi
3339,U,NBC announces that NBC Nightly News host Brian Williams has been suspended for six months due to revelations that he greatly embellished stories of his role in a helicopter incident in Iraq on the air.
3340,U,Police arrest suspected shooter Craig Stephen Hicks for killing a Muslim family of three in Chapel Hill
3341,U,The New England Journal of Medicine publishes research from the American Cancer Society that mortality due to cigarette smoking in the United States may be substantially greater than previously thought when adding in associations with diseases that have not been formally established as caused by smoking.
3342,U,Oregon Governor John Kitzhaber announces his resignation (effective February 18) amid allegations his fiancée used taxpayer resources to aid her green-energy consulting business. Kate Brown moves up to Governor from being the Secretary of State.
3343,U,Ashton Carter is sworn in as the 25th Secretary of Defense
3344,U,Charles Bothuell IV and Monique Dillard-Bothuell are charged with torture and child abuse of Charles Bothuell V.
3345,U,Alaska's law legalizing the private use
3346,U,The U.S. Federal Communications Commission (FCC) rules in favor of net neutrality by applying Title II (common carrier) of the Communications Act of 1934 and Section 706 of the Telecommunications act of 1996 to the Internet.
3347,U,The voter-elected legalization of possession and private use of recreational marijuana is put into effect in Washington
3348,U,A gunman kills seven people then himself in a spree shooting in Tyrone
3349,U,Federal judge Joseph Bataillon strikes down Nebraska's ban on same-sex marriage
3350,D,Israeli Prime Minister Benjamin Netanyahu gives a speech in front of Congress attempting to deter the Obama administration from the current negotiated deal for a nuclear program for Iran.
3351,D,Former CIA director and U.S. Army officer David Petraeus pleads guilty in federal court to a charge of unauthorized removal and retention of classified information.
3352,D,The Food and Drug Administration (FDA) states that neither the benefits nor the safety of testosterone have been established for low testosterone levels due to aging and has required that testosterone pharmaceutical labels include warning information about the possibility of an increased risk of heart attacks and stroke.
3353,D,The Dawn spacecraft enters orbit around Ceres
3354,U,President Barack Obama signs an executive order declaring Venezuela a national security threat to the U.S.
3355,U,A letter signed by 47 Republican senators to the leadership of Iran in regards to Iran's nuclear program
3356,D,In Missouri
3357,U,The Federal Communications Commission releases the specific details of the net neutrality rules.
3358,U,Scientists
3359,D,The U.S. Supreme Court affirms Wisconsin's law requiring voters to present photo identification to cast a ballot.
3360,D,Texas Senator Ted Cruz announces his run for the Republican nomination in the 2016 presidential election.
3361,D,The first ever all-girls youth tackle football league in the United States
3362,D,The US Army charges US Army soldier Bowe Bergdahl
3363,D,Indiana Governor Mike Pence signs Indiana SB 101 into law
3364,D,Governor Jerry Brown of California signs an executive order mandating that the state reduce its water use by 25% in an effort to confront the severe drought affecting the region.
3365,D,Kentucky Senator Rand Paul announces his run for the Republican nomination in the 2016 presidential election.
3366,U,A jury finds Dzhokhar Tsarnaev guilty for his role in perpetrating the Boston Marathon bombing in 2013.
3367,D,The U.S. Federal Communications Commission publishes the final rule on its new net neutrality regulations.
3368,D,The sentencing retrial of Joia Arias concludes in Arizona. Arias had been convicted of the murder of Travis Alexander in 2013 and is sentenced to life imprisonment without the possibility of parole
3369,D,Florida Senator Marco Rubio announces his run for the Republican nomination in the 2016 presidential election.
3370,D,President Barack Obama moves forward with removing Cuba from the State Sponsors of Terrorism list in light of his efforts to normalize relations with the country.
3371,U,Shayna Hubers is convicted of the 2012 murder of her boyfriend Ryan Poston in Lexington
3372,D,A teacher
3373,D,The Supreme Court hears arguments regarding the issue of whether the Constitution guarantees the right to marriage to same-sex couples.
3374,D,In a 5–4 decision
3375,D,Senator Bernie Sanders announces his run for the 2016 presidential nomination in an address on the Capitol lawn.
3376,D,A group of health professionals and human rights activists release evidence suggesting that the American Psychological Association worked closely with the CIA
3377,D,NASA's MESSENGER spacecraft concludes its four-year orbital mission over Mercury by crashing into the planet at 3:26 p.m. EDT (1926 GMT) at 14
3378,U,Baltimore state's attorney Marilyn Mosby announces that the six police officers involved in the arrest of Freddie Gray
3379,U,Former CEO of Hewlett-Packard Carly Fiorina announces her run for the Republican nomination in the 2016 presidential election. Retired neurosurgeon Ben Carson also announces a run for the same nomination.
3380,D,Former Arkansas Governor Mike Huckabee announces his run for the Republican nomination in the 2016 presidential election.
3381,D,The Obama administration approves the first ferry service from the United States to Cuba in decades
3382,D,An Amtrak train derails in the Philadelphia neighborhood for Port Richmond
3383,D,Dzhokhar Tsarnaev is sentenced to death for committing the 2013 Boston Marathon bombing.
3384,D,The Federal Trade Commission alleges that four leading cancer charities conned donors out of $187 million over the course of four years
3385,U,David Letterman broadcasts the last episode of his 22-year run as host of The Late Show on CBS
3386,D,The State Department begins publishing the e-mails of Hillary Clinton
3387,D,California state officials accept an offer from farmers in the Sacramento–San Joaquin River Delta to reduce their water use by 25% during the growing season in response to the severe drought in the area.
3388,D,Unidentified criminals use an online service run by the Internal Revenue Service to access the tax information of over 100
3389,D,The Fifth Circuit Court of Appeals denies the Justice Department's request to go forward with President Barack Obama's immigration reform plan that would have effectively blocked the deportation of over 4 million illegal immigrants.
3390,U,American courts indict fourteen members of FIFA with charges of fraud
3391,U,Nebraska Governor Pete Ricketts's veto on state legislators' vote to ban the death penalty in the state is overridden
3392,U,Former Pennsylvania Senator Rick Santorum announces his run for the Republican nomination in the 2016 presidential election.
3393,D,Former New York Governor George Pataki announces his run for the Republican nomination in the 2016 presidential election.
3394,D,Cuba is officially removed from the U.S. State Sponsors of Terrorism list.
3395,U,South Carolina Senator Lindsey Graham announces his run for the Republican nomination in the 2016 presidential election.
3396,D,The USA Freedom Act passes the Senate after several delays and revisions since its inception and is signed into law by President Barack Obama. Though the law does restrict government surveillance under Section 215 of the Patriot Act
3397,D,The director of the Transportation Security Administration is reassigned by the Department of Homeland Security after TSA officials were unsuccessful in identifying weapons in screenings 93 percent of the time during a covert test.
3398,U,Former Rhode Island Governor Lincoln Chafee announces his run for the Democratic nomination in the 2016 presidential election.
3399,U,Colorado law enforcement destroy the house of an innocent bystander while trying to arrest a shoplifter.
3400,D,Chinese hackers are suspected in a hacking attack that results in the theft of personal data from nearly 4 million US federal government workers.
3401,D,Former Texas Governor Rick Perry announces his run for the Republican nomination in the 2016 presidential election.
3402,U,Christopher Monfort is convicted of the 2009 Murder of Timothy Brenton
3403,U,A pool party in McKinney
3404,D,Former Olympian and television personality Bruce Jenner
3405,U,Dee Dee Blanchard is murdered by her daughter Gypsy Rose and her daughter's boyfriend. Dee Dee had abused her daughter for many years
3406,D,Rachel Dolezal resigns as president of the Spokane
3407,D,Former Florida Governor Jeb Bush announces his run for the Republican nomination in the 2016 presidential election.
3408,D,In the NHL
3409,U,Business magnate and television personality Donald Trump announces his run for the Republican nomination in the 2016 presidential election.
3410,U,In the NBA
3411,U,Nine people are shot and killed during a prayer service at Emanuel African Methodist Episcopal Church
3412,U,Treasury Secretary Jack Lew announces that beginning in 2020
3413,U,Four months after Lester Holt was named interim weeknight anchor of NBC Nightly News in the wake of preceding anchor Brian Williams' suspension for his misrepresentation of certain events
3414,D,Delaware Governor Jack Markell signs a bill into law that decriminalizes the possession and private recreational use of up to one ounce of marijuana. Using marijuana in a public place will now yield a $100 civil fine rather than being treated as a misdemeanor.
3415,U,Lester Holt replaces a suspended Brian Williams as weeknight anchor of NBC Nightly News. Williams now serves as a breaking news anchor for MSNBC.
3416,U,Defense Secretary Ashton Carter announces that the US will position tanks and heavy weapons in eastern and central Europe in response to Russia's continued military involvement in Ukraine.
3417,D,The House of Representatives passes a bill that gives President Barack Obama an authority to negotiate international trade agreements with Congress's approval. It is seen as a stepping stone toward the passing of Obama's proposed trade deal with eleven Asian countries known as the Trans-Pacific Partnership.
3418,D,Louisiana Governor Bobby Jindal announces his run for the Republican nomination in the 2016 presidential election.
3419,D,In a 6
3420,D,In a 5–4 decision
3421,D,Richard Matt
3422,D,In a 5–4 ruling
3423,D,In a 5–4 ruling
3424,U,California Governor Jerry Brown signs into law a bill that requires California public or private school children to be vaccinated for various diseases to attend
3425,U,President Barack Obama and Brazilian President Dilma Rousseff announce a statement
3426,U,The United States Foreign Intelligence Surveillance Court approves temporarily resuming the National Security Agency's program of bulk phone metadata collection and surveillance.
3427,U,New Jersey Governor Chris Christie announces his run for the Republican nomination in the 2016 presidential election.
3428,U,President Barack Obama announces the full re-establishment of diplomatic ties with Cuba
3429,U,The US Justice Department begins investigating "possible unlawful coordination by some airlines" in the United States to keep plane ticket prices high.
3430,U,Oregon's decriminalization of recreational marijuana goes into effect
3431,U,Illegal immigrant Francisco Sanchez is suspected to have killed 32-year-old Kathryn Steinle in San Francisco
3432,D,BP agrees to pay the Department of Justice an $18.7 billion settlement in reparation for the 2010 BP oil spill that dumped over 125 million gallons of oil into the Gulf of Mexico. The settlement is the largest paid by a single company in US history.
3433,D,A woman dies of measles at the University of Washington Medical Center
3434,D,Former Virginia Senator Jim Webb announces his run for the Democratic nomination in the 2016 presidential election.
3435,U,The FBI
3436,U,The South Carolina State House formally removes the Confederate battle flag from its grounds after weeks of protest and places it in a museum.
3437,U,Basin and Range National Monument is established.
3438,U,Wisconsin Governor Scott Walker announces his run for the Republican nomination in the 2016 presidential election.
3439,U,Sandra Bland
3440,U,Iran and a coalition including the United States come to an agreement on the nuclear program of Iran after numerous months of debate
3441,U,The anti-abortion Center for Medical Progress releases the first of several undercover videos allegedly showing the negotiation of illegal selling of aborted fetal tissue by employees of Planned Parenthood. The videos trigger a strong months-long debate
3442,U,President Barack Obama calls for a reconsideration of the use of solitary confinement in American prisons
3443,U,A gunman attacks two military installations in Chattanooga
3444,U,James Holmes is found guilty of perpetrating the 2012 Aurora
3445,U,After 54 years
3446,D,Authorities in Waller County
3447,D,Hackers claim to have stolen and released 2
3448,D,Ohio Governor John Kasich becomes the 16th person to seek the nomination of the Republican Party.
3449,D,The National Hockey League announces that it has received formal applications for expansion teams from ownership groups in Las Vegas and Quebec City. If granted
3450,D,Sharknado 3: Oh Hell No! airs for the first time on Syfy.
3451,D,A gunman opens fire at a movie theater in Lafayette
3452,D,The United States Department of Transportation opens an investigation into whether airlines engaged in price gouging by raising ticket prices in the Northeastern United States following the 2015 Philadelphia train derailment in May.
3453,D,In a unanimous decision
3454,D,US President Barack Obama announces the Clean Power Plan which includes the first-ever Environmental Protection Agency standards on carbon pollution from U.S. power plants.
3455,D,A street-corner sized sinkhole forms at the intersection of Fifth Avenue and 64th Street in Sunset Park in Brooklyn
3456,D,The first debate before the 2016 Republican Primaries is held.
3457,D,The American news satire program The Daily Show airs its last broadcast with comedian Jon Stewart as host.
3458,D,The jury in the penalty phase of the trial of Aurora shooter James Holmes reaches a verdict to sentence him to a life in prison without parole for killing 12 and injuring 70 during the attack at Century 16 Theatres in Aurora
3459,U,Former President Jimmy Carter reveals that he is being treated for brain cancer.
3460,D,The White House confirms that Haji Mutazz
3461,D,The U.S. Food and Drug Administration approves the drug flibanserin
3462,D,Jared Fogle
3463,D,After an axe attack on cinema-goers in Tennessee earlier in the month
3464,U,News reporter Alison Parker and camera operator Adam Ward are shot and killed on live television during an interview in Moneta
3465,U,Officials report that
3466,U,McDonald's Corporation and Tyson Foods sever ties with a Tennessee-based farm after an exposé video released by Mercy for Animals depicts farmers stabbing
3467,U,Ashley Madison CEO Noel Biderman resigns from his position in response to the growing information coming out of the site's hacking incident a month earlier.
3468,D,The University of Texas
3469,D,A widespread manhunt begins in northern Illinois after three suspects shoot and kill a veteran Fox Lake police officer.
3470,D,In a federal court settlement
3471,D,Colin Kaepernick takes the knee during the national anthem for the first time.
3472,D,The United States Olympic Committee chooses Los Angeles
3473,D,Kim Davis
3474,U,Stephen Colbert begins his run as the successor to David Letterman as host of The Late Show on CBS.
3475,U,Senate Democrats block a Republican resolution to reject the Joint Comprehensive Plan of Action put forward by President Barack Obama regarding the nuclear program of Iran.
3476,U,Former Governor of Texas Rick Perry drops out of the race for the Republican nomination in the 2016 presidential election.
3477,D,Geography professor Shannon Lamb shoots and kills history professor Ethan Schmidt at Delta State University in Cleveland
3478,D,2015 Utah floods: Widespread flooding in southern Utah claims at least 20 lives.
3479,U,After sharp criticism and accusations of racial profiling
3480,D,German car manufacturing company Volkswagen is directed by the Obama administration to recall about 500
3481,U,Wisconsin Governor Scott Walker drops out of the presidential race.
3482,D,County clerk Kim Davis once again faces legal action after four couples ask a judge to order Davis to reissue their marriage licenses after she removed her name from them.
3483,D,Speaker of the House John Boehner announces that he will resign from his position
3484,D,NASA announces that there is strong evidence that liquid water flows on Mars during the summer months
3485,U,The unemployment rate drops to 5%
3486,U,26-year-old Christopher Harper-Mercer opens fire at Umpqua Community College in Roseburg
3487,U,The SS El Faro
3488,U,The Obama administration decides to cease American training of Syrian rebels in the war against the Islamic State.
3489,U,WikiLeaks releases a controversial portion of the text of the Trans-Pacific Partnership
3490,U,The California Coastal Commission bans the captive breeding of killer whales at the San Diego facility of SeaWorld.
3491,D,The first debate for the Democratic Party before the 2016 primaries is held in Las Vegas
3492,U,President Barack Obama announces that the United States will extend its military presence in Afghanistan until the end of 2017.
3493,D,Former Virginia Senator Jim Webb drops out of the presidential race.
3494,D,Vice President Biden announces he will not run for President.
3495,U,Hillary Clinton testifies for a second time before the Benghazi Committee and answered members' questions for more than eight hours in a public hearing.
3496,U,Former Governor of Rhode Island Lincoln Chafee drops out of the presidential race.
3497,U,A video surfaces online of a student being violently pulled from her chair in a classroom by a police officer at Spring Valley High School in South Carolina
3498,U,The World Health Organization releases a finding that processed meat such as sausage and ham can cause cancer.
3499,D,The United States Senate votes overwhelmingly in favor of the controversial Cybersecurity Information Sharing Act
3500,U,A military JLENS blimp from the United States Army breaks loose from its moorings at the Aberdeen Proving Ground in Maryland
3501,D,Representative Paul Ryan takes over for John Boehner as Speaker of the House of Representatives after being elected following Boehner's resignation.
3502,D,President Barack Obama orders up to fifty US special operations ground troops to be deployed in Syria to fight Islamic State militants.
3503,D,Under new rules from the United States Sentencing Commission
3504,U,Harvard Law School professor Lawrence Lessig drops out of the 2016 presidential election.
3505,D,Newspapers report that oil companies knew that burning oil and gas could cause global warming since the 1970s but
3506,D,Amid increasing racial tension at the school
3507,D,A suspect is arrested by University of Missouri police for making racially charged violent threats on social media as the university protests continue to gain media attention.
3508,D,NASA scientists report that human-made carbon dioxide (CO2) continues to increase above levels not seen in hundreds of thousands of years: currently
3509,D,The US Department of Defense announces their belief that an American airstrike in Syria killed Mohammed Emwazi
3510,U,Louisiana Governor Bobby Jindal withdraws from the 2016 presidential election.
3511,U,A gunman opens fire at a Planned Parenthood clinic in Colorado Springs
3512,D,2015 San Bernardino attack: 14 people are killed in a terrorist attack at a facility for the mentally disabled in San Bernardino
3513,D,An E. coli outbreak involving over one dozen states and 150 000 products took place.
3514,D,2015 NFL season: In American football
3515,D,Defense Secretary Ashton Carter announces that all combat roles in the United States military must be opened to women by April 1
3516,D,Donald Trump calls for a complete ban on Muslims entering the United States
3517,D,Pharmaceutical executive Martin Shkreli is revealed to be the winner of the auction of the single copy of the Wu-Tang Clan album Once Upon a Time in Shaolin
3518,D,Martin Shkreli is arrested on securities fraud charges for running a Ponzi-like scheme.
3519,U,South Carolina Senator Lindsey Graham drops out of the 2016 presidential election.
3520,U,Former New York Governor George Pataki drops out of the 2016 presidential election.
3521,D,An arrest warrant issued for comedian Bill Cosby for the alleged drugging and sexual assault of an employee at Temple University in 2004
3522,D,Chicago mayoral election: Incumbent Rahm Emanuel wins a second term after facing off against Jesús "Chuy" García in the city's first-ever runoff election.
3523,D,President Obama introduces executive orders to expand the enforcement of federal gun laws.
3524,D,Star Wars: The Force Awakens becomes the highest-grossing film in North America
3525,D,The Obama administration announces an alliance with tech companies—including Apple
3526,U,President Obama gives his final State of the Union Address to the 114th United States Congress.
3527,U,The nominees for the 88th Academy Awards are announced at the Samuel Goldwyn Theater in Beverly Hills
3528,D,Myloh Jaqory Mason
3529,U,A crippling winter storm hits the central and eastern United States
3530,D,A Texas grand jury finds no wrongdoing on the part of Planned Parenthood after a series of undercover videos made by the Center for Medical Progress (CMP)
3531,U,The February 2016 North American storm complex causes power outages for more than 70
3532,U,The Iowa caucuses are held
3533,D,Senator Rand Paul (R-Kentucky) and former Senator Rick Santorum (R-Pennsylvania) suspend their presidential candidacies.
3534,U,Six people are found dead
3535,D,The New Hampshire primaries are held. Donald Trump wins the Republican primary
3536,U,New Jersey Governor Chris Christie and former Hewlett-Packard CEO Carly Fiorina suspend their campaigns for the Republican nomination.
3537,U,Former Virginia Governor Jim Gilmore suspends his campaign for the Republican presidential nomination.
3538,D,106-year old civil rights activist
3539,U,A disgruntled former employee opens fire in an office building in Hesston
3540,U,Super Tuesday: Hillary Clinton and Donald Trump each win seven states on the Democratic and Republican sides
3541,U,2012 Republican nominee Mitt Romney condemns GOP frontrunner Donald Trump in a speech at the University of Utah.
3542,U,Retired neurosurgeon Ben Carson suspends his campaign for the Republican presidential nomination.
3543,U,Walt Disney Animation Studios' 55th feature film
3544,U,Pablo Antonio Serrano-Vitorino
3545,U,The death toll in the country's largest outbreak of Elizabethkingia meningoseptica rises to 18 in Wisconsin
3546,U,Six people are killed and three others injured in a mass shooting at a house in Wilkinsburg
3547,U,At least four people are injured and five are arrested in Chicago when protesters demonstrating against Donald Trump scuffle with Trump supporters at a canceled Trump rally.
3548,U,Abu Omar al-Shishani
3549,D,Marco Rubio suspends his campaign for the Republican presidential nomination after losing the primary in his home state
3550,U,President Obama nominates Merrick Garland to replace Antonin Scalia on the Supreme Court.
3551,U,President Obama lands in Cuba for a meeting with Cuban President Raúl Castro
3552,D,The Department of Justice announces that it has unlocked the iPhone of a suspect in the 2015 San Bernardino attack without the help of Apple
3553,D,The United States Capitol is placed under lockdown after a man opens fire near the Capitol Visitor Center. The suspect is shot by police and taken into custody.
3554,U,April 1
3555,D,The Villanova Wildcats defeat the North Carolina Tar Heels
3556,D,Pharmaceutical companies Pfizer and Allergan terminate a planned $160 billion merger because of the Obama administration's new regulations on tax inversion. Pfizer will have to pay $400 million to Allergan for expenses in relation to the deal.
3557,D,Mississippi Governor Phil Bryant signs a bill allowing private businesses and religious groups to deny services to gay
3558,D,The Connecticut Huskies defeat the Syracuse Orange
3559,D,The Wisconsin primaries are held. Ted Cruz beats Donald Trump and Ohio Governor John Kasich to win the Republican race. Bernie Sanders defeats Hillary Clinton in the Democratic race.
3560,D,American Idol concludes its 15-season run on Fox
3561,U,An airman shoots and kills a squadron commander and then himself at Lackland Air Force Base in San Antonio
3562,U,Bernie Sanders accepts an invitation by Pope Francis to visit the Vatican
3563,U,SpaceX successfully launches its Falcon 9 rocket from Cape Canaveral
3564,D,John Kerry becomes the first Secretary of State to visit the Hiroshima Peace Memorial Museum
3565,U,Two unarmed Russian Sukhoi Su-24 jets fly simulated attacks against the U.S. Navy destroyer Donald Cook in the Baltic Sea. Later
3566,U,Louisiana Governor John Bel Edwards signs an order banning discrimination against the LGBT community. The order reverses the policies of his predecessor
3567,U,The Centers for Disease Control and Prevention confirms that the Zika virus causes birth defects.
3568,U,Kobe Bryant plays his final NBA game for the Los Angeles Lakers. Bryant
3569,U,The Golden State Warriors basketball team win their record 73rd regular season game. Surpassing the 1995-96 Chicago Bulls.
3570,D,The top pick for the WNBA draft is UConn's Breanna Stewart
3571,D,Microsoft files a lawsuit against the United States
3572,D,A Russian Sukhoi Su-27 fighter jet intercepts and threatens a U.S. Air Force Boeing RC-135 reconnaissance aircraft in international airspace over the Baltic Sea.
3573,U,2016 Pulitzer Prizes: The Associated Press wins the Pulitzer Prize for Public Service
3574,U,Severe flooding in Houston
3575,U,The 120th Boston Marathon is held with 30
3576,D,The New York primary is held
3577,U,Secretary of the Treasury Jack Lew announces that former slave and abolitionist Harriet Tubman will replace Andrew Jackson on the twenty-dollar bill.
3578,U,Four people are killed when a small plane crashes in Anchorage
3579,U,CIA programmer Joshua Schulte allegedly stole backup files from a program called Confluence prior to the program's hacking tools being leaked.
3580,D,Music legend Prince dies at the age of 57. To celebrate his legacy
3581,D,Eight family members are shot to death at four locations in Pike County
3582,D,Five people are killed in two separate shootings in Appling
3583,D,John Kasich and Ted Cruz announce that they will coordinate strategies to stop Donald Trump from winning the Republican presidential nomination: Kasich's campaign will ensure Cruz a "clear path" in Indiana
3584,D,A court settlement calls for the city of Cleveland
3585,D,CRF Frozen Foods recalls more than 300 products.
3586,D,Super Tuesday III: Donald Trump wins all five states holding Republican primaries (Connecticut
3587,D,The bodies of American climber Alex Lowe and photographer David Bridges
3588,D,Dennis Hastert
3589,D,Ted Cruz announces that Carly Fiorina will be his running mate if he wins the Republican presidential nomination.
3590,D,Comcast's NBCUniversal purchases DreamWorks Animation for $3.8 billion.
3591,D,The United States Air Force lands two F-22 Raptors in Lithuania for the first time in a show of support for Lithuania and surrounding countries
3592,D,China denies a Hong Kong port call from Carrier Strike Group 3
3593,D,The Centers for Disease Control and Prevention reports the first U.S.-related death from the Zika virus
3594,U,The Loud House premieres on Nickelodeon and becomes the number-one children's animated series on television within its first month on the air.
3595,D,A city bus is hijacked in Washington
3596,D,ISIL fighters ambush and kill Charles Keating IV
3597,D,The Indiana primary is held
3598,D,Ted Cruz suspends his campaign for the Republican presidential nomination.
3599,D,Three people are killed in a plane crash on Long Island.
3600,D,John Kasich suspends his presidential campaign
3601,D,The Department of Justice informs North Carolina Governor Pat McCrory that a new state law limiting restroom access for transgender people violates the Civil Rights Act of 1964. It demands a response by May 9 on whether the state will correct the violations.
3602,D,California raises the legal smoking age from 18 to 21 and restricts the use of electronic cigarettes in public places.
3603,D,A warehouse burns down during a four-alarm fire in Houston.
3604,U,Three people are killed and three others injured during a two-day shooting spree in Potomac
3605,U,Captain America: Civil War
3606,U,Three women are arrested at O'Hare International Airport in Chicago after being caught trying to smuggle 70 pounds ($3 million worth) of opium into the U.S.
3607,U,The West Virginia primary is held
3608,U,NASA confirms the discovery of more than 1
