id,class,abstract
2433,D,Rio de Janeiro
1809,D,Toxicologist Kristin Rossum murders her husband Gregory de Villers in San Diego by poisoning him with fentanyl. She successfully passes off the crime as a suicide for several months before being charged.
273,U,Bruce Springsteen's album Born to Run is released.
955,D,NFL owners elect Paul Tagliabue as NFL commissioner.
5446,D,Federal judge James D. Peterson rules that Wisconsin voters with disabilities can designate a person to help them to return their ballots.
2961,U,Washington becomes the first state to legalize marijuana. Colorado does the same.
3648,D,Ahmad Khan Rahami is identified as a suspect for the bombings in New York and New Jersey the previous two days. He is captured in a shootout.
2085,U,State of the Union Address.
4707,U,The 2020 United States presidential election takes place. Shortly after midnight
1083,U,President George H. W. Bush names Rep. Edward Rell Madigan as United States Secretary of Agriculture
4806,U,COVID-19 pandemic:
5380,D,A defendant who was convicted on charges related to the January 6 Capitol attack receives a seven-year prison sentence
4446,D,For the first time since the Great Recession
4987,D,COVID-19 vaccines – Moderna seeks full approval from the FDA for the Moderna COVID-19 vaccine.
671,U,Metallica releases a second studio album
4162,U,American Karen Uhlenbeck is the first woman to win the Abel Prize for outstanding contributions to mathematics.
5022,D,Defending Stanley Cup champion Tampa Bay Lightning advance to the Stanley Cup Finals to face the Montreal Canadiens.
2494,U,Alaska becomes the 18th state to sue the federal government over the Patient Protection and Affordable Care Act.
5484,U,Hurricane Ian makes landfall in Florida
4010,D,A school shooting takes place at Santa Fe High School in Santa Fe
3439,U,Sandra Bland
152,D,A United States patent for the Docutel automated teller machine is granted to Donald Wetzel
4611,U,COVID-19 pandemic: The FDA withdraws emergency use authorization for hydroxychloroquine to treat hospitalized COVID-19 patients
2447,U,Avatar
4811,U,President-elect Joe Biden nominates Pete Buttigieg to be Secretary of Transportation
2434,U,President Obama wins the Nobel Peace Prize
3889,D,The New York Times publishes allegations from five women who said they were sexually harassed by Louis C.K. between the late 1990s and 2000.
3579,U,CIA programmer Joshua Schulte allegedly stole backup files from a program called Confluence prior to the program's hacking tools being leaked.
2539,D,The 9th US Circuit Court of Appeals stays Judge Virginia Phillips' injunction on "don't ask
5912,U,A magnitude 4.8 earthquake strikes New Jersey
2934,U,December 28
5342,U,Derek Chauvin is sentenced to 21 years in federal prison over the murder of George Floyd.
747,U,Two earthquakes (5.0 .mw-parser-output .tooltip-dotted{border-bottom:1px dotted;cursor:help}Mw and 4.4 Mw ) affected northeastern Ohio causing minor damage and 17 injuries. The shocks in this doublet earthquake occurred almost six hours apart with both having a maximum Mercalli intensity of VI (Strong).
5417,D,In a nationwide effort known as Operation Cross Country
2931,U,United States Embassy in Cairo
3111,D,Miriam Carey
5656,U,The 2023 NFL draft is held in Kansas City
1933,D,The Beltway sniper attacks end with the arrest of John Allen Muhammad and Lee Boyd Malvo. The pair killed 10 people and wounded three others in the Baltimore
3611,D,CBS cancels CSI: Cyber
315,D,President Gerald Ford defeats challenger Ronald Reagan in three Republican presidential primaries: Kentucky
3583,D,John Kasich and Ted Cruz announce that they will coordinate strategies to stop Donald Trump from winning the Republican presidential nomination: Kasich's campaign will ensure Cruz a "clear path" in Indiana
5677,D,DeSantis launches his campaign to run for President of the United States.
3486,U,26-year-old Christopher Harper-Mercer opens fire at Umpqua Community College in Roseburg
2115,U,The Dominican Republic
3557,D,Mississippi Governor Phil Bryant signs a bill allowing private businesses and religious groups to deny services to gay
5057,U,Swimming at the 2020 Summer Olympics: Florida swimmer Bobby Finke becomes the first American to win a gold medal at the 800 metre freestyle event at the Olympics.
1263,D,Joe Landolina
2353,D,The unemployment rate soars to 7.3%
609,U,Pioneer 10 becomes the first man-made object to leave the Solar System.
5774,D,The U.S. Treasury Department announces an ease of certain oil
5087,U,In Texas
3552,D,The Department of Justice announces that it has unlocked the iPhone of a suspect in the 2015 San Bernardino attack without the help of Apple
2102,U,George Galloway appears before a United States Senate committee to answer allegations of making money from the Iraqi Oil-for-Food Programme.
3395,U,South Carolina Senator Lindsey Graham announces his run for the Republican nomination in the 2016 presidential election.
5667,D,A New York-based federal jury rules that Ed Sheeran did not steal parts of Marvin Gaye's song "Let's Get It On" and use it in his song "Thinking Out Loud".
1633,U,The unemployment rate drops to 4.3%
628,D,1983 U.S. Senate bombing A bomb explodes in the United States Senate with the intent to kill Republican senators however nobody was killed. The perpetrators were part of the May 19th Communist Organization.
3353,D,The Dawn spacecraft enters orbit around Ceres
2894,D,John Bryson resigns as United States Secretary of Commerce following a seizure that led to two car accidents.
840,D,In Sacramento
3070,U,The U.S. Internal Revenue Service admits that it targeted conservative groups for special scrutiny.
2282,U,The Senate passes a $170 billion economic stimulus package by a margin of 81–16.
1660,U,Catholic priests' sex abuse scandal: The Diocese of Dallas agrees to pay $23.4 million to nine former altar boys who claimed they were sexually abused by former priest Rudolph Kos.
1776,U,The FBI arrests art forgery suspect Ely Sakhai in New York City.
1384,U,In South Carolina
980,D,Robert Tappan Morris
2288,D,Lawrence "Larry" King
3101,D,The Rim Fire near Yosemite National Park grows to about 281 square miles.
4902,U,Minnesota reports its first case of the South African 501.V2 variant of COVID-19. The patient is a person from the Twin Cities area who became ill on January 24 and tested positive on January 29.
984,D,The trial of Joseph Hazelwood
3522,D,Chicago mayoral election: Incumbent Rahm Emanuel wins a second term after facing off against Jesús "Chuy" García in the city's first-ever runoff election.
4808,U,West Virginia Governor Jim Justice is the first high-ranking elected official to receive the Pfizer–BioNTech COVID-19 vaccine.
4388,D,At the Trump impeachment hearing
926,U,STS-28: Space Shuttle Columbia takes off on a secret 5-day military mission.
182,U,Samuel Byck attempts to hijack an airplane with the intent to crash it into the White House and assassinate President Nixon. He commits suicide when police storm the plane.
1695,U,Claudia Benton
2429,U,Viacom rebrands Noggin as Nick Jr.
4306,U,President and CEO Dennis Veilleux of gun manufacturer Colt announces the company will stop producing rifles such as the AR-15 for personal use.
2271,U,Bill Richardson drops out of the U.S. presidential election due to shortage of money.
5738,U,A shooting occurs at the historic biker bar Cook's Corner in Trabuco Canyon
758,D,Top Gun
1769,U,The Dow Jones Industrial Average closes at 11
2426,D,President Obama becomes the first US president to preside over the UN Security Council. Also
2851,U,The data from the 1940 United States Census is released
141,D,For the first time
2638,U,Jared Loughner
3911,D,Walt Disney announces that it will buy 21st Century Fox's entertainment assets for $52.4bn
5539,D,NYC mayor Eric Adams announces that law enforcement and first responders are now encouraged to involuntarily commit those in mental health crisis.
1400,U,A deadheading Federal Express flight engineer attempts to hijack and intentionally crash Federal Express Flight 705
5421,D,Kids for cash scandal: Two former judges who orchestrated a scheme to send children to for-profit jails are ordered by federal judge Christopher C. Conner to pay more than US$200 million to hundreds of people they victimized.
2608,U,The House cuts all federal funding for NPR.
5047,U,The 2021 NHL Expansion Draft is held at Gas Works Park in Seattle
5968,U,U.S. President Joe Biden and presumptive Republican nominee Donald Trump agree to hold a presidential debate on June 27
4228,D,12 people are killed
930,U,Record-setting baseball player Pete Rose agrees to a lifetime ban from the sport following allegations of illegal gambling
5236,U,Russia announces sanctions on several U.S. officials
3355,U,A letter signed by 47 Republican senators to the leadership of Iran in regards to Iran's nuclear program
594,U,Judith Neelley is convicted of the kidnap and murder of 13 year old Lisa Millican in Georgia and sentenced to death. Her sentence is later reduced to life imprisonment.
3354,U,President Barack Obama signs an executive order declaring Venezuela a national security threat to the U.S.
5765,U,The WGA Strike comes to an end at 12:01 AM PDT after a tentative agreement is reached three days earlier.
2487,U,Adventure Time premieres on Cartoon Network.
3516,D,Donald Trump calls for a complete ban on Muslims entering the United States
632,U,The immunosuppressant cyclosporine is approved by the FDA
5000,U,American intelligence specialist Reality Winner
2658,D,The U.S. Supreme Court makes a controversial 5–4 decision that
5810,U,The Federal Permitting Improvement Steering Council gives final approval to a new offshore wind farm near Rhode Island.
58,U,Sculpted figures of Jefferson Davis
1233,D,Windows NT 3.1
2760,D,The NYPD busts a Queens-based identity theft and retail crime ring
1628,U,United States troops stationed in the Persian Gulf begin to receive the first anthrax vaccine.
2855,U,Connecticut repeals the death penalty (those already on death row remain there).
3129,U,Walt Disney Animation Studios' 53rd feature film
1840,U,The 2001 Mississippi flag referendum occurred
1589,U,The Forced Abortion Condemnation Act is introduced in the U.S. Congress.
4947,U,COVID-19 pandemic
3597,D,The Indiana primary is held
5626,D,Six victims as well as the perpetrator are killed in a mass shooting at the Covenant School in Nashville
1956,D,An unsuccessful attempt is made to contact Pioneer 10.
2752,D,After a manhunt that lasted more than two years
2834,U,A study suggests that donor stem cells may prevent organ rejection in imperfectly matched transplant cases.
1512,D,Because of the "quadruple-witching" option expiration
1697,U,Iraq disarmament crisis: UN Security Council members France
942,U,A jury in Charlotte
4434,D,A judge temporarily blocks a North Carolina law that requires voter ID. Democratic Attorney General Josh Stein is undecided as to whether to appeal.
3917,U,John Skipper resigns as president of ESPN to deal with his substance addiction. Former network president and executive chairman George Bodenheimer is announced as the acting chairman for the next 90 days until a replacement is found.
3947,U,President Trump's former deputy campaign manager
2737,U,In tennis
934,U,U.S. President George H. W. Bush holds up a bag of cocaine purchased across the street at Lafayette Park
4586,D,COVID-19 pandemic: The U.S. surpasses 1.5 million confirmed COVID-19 cases and 90
3750,D,Andi Mack debuts on Disney Channel.
4124,U,In a televised address to the nation
978,D,In Washington
3904,D,The Supreme Court allows President Trump's travel ban on six mainly Muslim countries to go fully into effect.
3939,D,The Dow Jones share index closes down 4.6%
1516,U,Whitewater scandal: U.S. First Lady Hillary Clinton testifies before a grand jury.
2721,D,University of Miami football scandal: NCAA investigating claims by a former booster
5900,D,The Francis Scott Key Bridge in Baltimore partially collapses after the large Singaporean cargo ship MV Dali collides with it. Six people are reported missing and presumed dead.
5204,U,Apple Inc. becomes the first publicly traded company to exceed a market value of $3 trillion.
2135,D,The U.S. death toll in Iraq reaches 2
4659,U,Hurricane Laura
539,U,United States Army Brigadier General James L. Dozier is rescued by the Italian anti-terrorism Nucleo Operativo Centrale di Sicurezza (NOCS) force after being held captive for 42 days by the Red Brigades.
762,D,The 6.0 Mw  North Palm Springs earthquake shook Southern California with a maximum Mercalli intensity of VII (Very strong)
5837,U,During the Standoff at Eagle Pass
748,U,President Reagan delivers his fifth State of the Union Address.
2999,D,The Alabama bunker hostage crisis occurs after Vietnam War era veteran
3098,U,Former U.S. Army Major Nidal Hasan is convicted of multiple murder and attempted murder counts in the 2009 Fort Hood shooting.
269,D,The 5.7 ML Oroville earthquake affects Butte County
2972,U,The trial of Jodi Arias begins in Arizona. She is accused of the 2008 murder of her ex-boyfriend Travis Alexander and the case receives widespread media attention.
2935,U,The NFL and the NFL Referees Association reach an agreement
5237,D,COVID-19 pandemic in Louisiana: New Orleans lifts its COVID-19 vaccine mandate for bars and restaurants.
4639,D,The Trump administration announces that it is revoking the Affirmatively Furthering Fair Housing provision of the 1968 Fair Housing Act.
9,D,National Public Radio goes live.
2911,D,The U.S. Food and Drug Administration approves Truvada as the first drug shown to reduce the risk of HIV infection.
1276,D,Jenna Boyd
5529,D,Yale and Harvard's law schools both pull out of the U.S. News college rankings in what is seen as the list's biggest challenge yet.
2897,D,Arizona defeats South Carolina to win its first College World Series title since 1986 and fourth overall. Arizona outfielder Robert Refsnyder is named the Most Outstanding Player.
1419,D,Amazon is founded by Jeff Bezos.
731,U,The Nintendo Entertainment System is released in U.S. stores.
5827,U,The Michigan Wolverines defeat the Washington Huskies by a score of 34–13 to win the College Football Playoff National Championship.
4224,U,2019 measles outbreak: The Centers for Disease Control and Prevention reports that
2816,U,Teenager Thomas Lane kills three students at Chardon High School in Chardon
5937,D,The University of Southern California cancels its main commencement ceremony due to safety concerns stemming from Israel–Hamas war protests on their campus.
915,U,In Webster v. Reproductive Health Services
752,D,The 58th Academy Awards
2812,D,The U.S. Supreme Court makes a 6–3 decision that law enforcement officials do not need to issue Miranda warnings to prison inmates under questioning if these inmates are warned that they may end the interrogation at any time. The ruling involves an inmate who was removed from the general prison population and questioned. The court ruled against convict Randall Fields in a dispute that questioning without Miranda invocation was proper as long as the convict was advised of his freedom to leave. The opinion of the court was written by Associate Justice Samuel Alito who said that "The United States Court of Appeals for the Sixth Circuit held that our precedents clearly establish that a prisoner is in custody within the meaning of Miranda v. Arizona
834,U,The Los Angeles Dodgers defeat the Oakland Athletics
5755,D,The national debt rises to $33 trillion.
2396,U,The World Health Organization calls the reported cases of swine flu in Mexico and the U.S. a "public health emergency of international concern".
2829,D,Newt Gingrich is projected as the winner of the Georgia primary.
4054,D,17 people die after an amphibious "duck boat" capsizes while carrying 31 tourists on Table Rock Lake
2985,D,2013 BCS National Championship Game: Number one ranked Notre Dame Fighting Irish plays number two ranked Alabama Crimson Tide at Sun Life Stadium in Miami Gardens
2245,U,The New Horizons space probe makes a gravitational slingshot against Jupiter which changes its trajectory towards Pluto.
5419,D,Pennsylvania Governor Tom Wolf signs an executive order to ban the practice of conversion therapy in the state.
4287,U,Federal judge Amy Totenberg rules that the state of Georgia must replace all of its voting machines or use paper ballots in time for the March 24
4469,U,Former Congressman J. C. Watts launches the first all-news channel aimed at African Americans
1912,D,Spider-Man is released in theaters as the first film in the Spider-Man trilogy.
2240,U,Delta Air Lines creditors officially reject US Airways' hostile takeover bid.
3687,D,Yahoo discloses that a data breach in 2013 compromised more than 1 billion user accounts' information
297,U,Clifford Alexander
2905,U,At least 2 million throughout the Eastern United States are still without power due to strong storms and a heat wave that killed 19 people.
5212,U,2022 College Football Playoff National Championship: Georgia defeats Alabama to win the national championship
336,D,President Gerald Ford edges out challenger Ronald Reagan to win the Republican Party presidential nomination in Kansas City.
931,U,The Dow Jones Industrial Average ends the day at 2
3232,U,The 10th Circuit Federal Appeals Court rules against Utah's same-sex marriage ban
5519,D,The Federal Reserve hikes interest rates by 0.75% to 3.75-4%
4217,D,The U.S. reaches a deal with Mexico and Canada to lift steel and aluminum tariffs imposed in May 2018
566,U,In Orlando
884,D,Congress passes a bill to protect the job of whistle blowers who expose government waste or fraud.
1675,D,The United States Congress passes the Sonny Bono Copyright Term Extension Act
485,D,James Alexander George Smith "Jags" McCartney
4481,D,COVID-19 pandemic: Growing fear of the COVID-19 coronavirus pandemic causes the Dow Jones Industrial Average to plunge by 1
3432,D,BP agrees to pay the Department of Justice an $18.7 billion settlement in reparation for the 2010 BP oil spill that dumped over 125 million gallons of oil into the Gulf of Mexico. The settlement is the largest paid by a single company in US history.
91,D,U.S. health officials admit that African Americans were used as guinea pigs in the Tuskegee Study of Untreated Syphilis in the Negro Male.
3758,D,39-year-old Kori Ali Muhammad kills three people in shootings in downtown Fresno
1968,D,Iraq War: U.S. forces seize control of Baghdad
2904,U,NASA and Lockheed Martin unveil the first space-bound Orion spacecraft in Cape Canaveral.
2654,U,The U.S. Supreme Court makes an 8
2180,U,The Coca-Cola Company says that Warren Buffett
1531,D,Jessica Dubroff
2275,D,In Las Vegas
5690,U,Lionel Messi announces he will join Major League Soccer's Inter Miami CF
3245,D,The 2014 West Africa Ebola outbreak
3033,D,In Ohio
5974,D,Severe storms kill four people in Houston and shut off power for nearly one million buildings in Texas and Louisiana.
2862,D,The Avengers
2941,D,An audio recording of Jerry Sandusky is released in which he "wonders what they've won". A court sentences Sandusky to 30–60 years in prison for sexual abuse of boys while a coach at Penn State. His lawyer vows to appeal and says he did not have enough time to prepare for the trial.
1778,D,Jamil Abdullah Al-Amin (H. Rap Brown)
2950,D,American weekly news magazine Newsweek announces it will cease print publication on December 31 and will move to an online-only format.
3866,U,The Department of Justice reverses an Obama-era policy which used Title VII of the Civil Rights Act to protect transgender employees from discrimination.
4134,U,Large portions of the United States are hit by a polar vortex
5706,U,The Supreme Court rules in a 6–3 decision that the First Amendment prohibits states from forcing website designers to create designs they disagree with. The decision is seen as a victory for religious conservatives and free speech advocates but a setback for LGBT+ rights.
677,D,American Movie Classics is initiated.
3541,U,2012 Republican nominee Mitt Romney condemns GOP frontrunner Donald Trump in a speech at the University of Utah.
5757,D,Media mogul Rupert Murdoch announces his retirement and plan to hand off his businesses
2449,U,The U.S. Department of State confirms 104 American people are among the victims of the 2010 Haiti earthquake
3538,D,106-year old civil rights activist
3393,D,Former New York Governor George Pataki announces his run for the Republican nomination in the 2016 presidential election.
2819,U,Maryland becomes the eighth state to legalize gay marriage.
5099,U,Operation Allies Refuge: The United States withdraws its remaining 2
4505,U,The Metropolitan Opera
2187,D,NASA's Cassini-Huygens spacecraft discovers geysers of a liquid substance shooting from Saturn's moon Enceladus
1673,D,Iraq disarmament crisis: The U.S. Congress passes the Iraq Liberation Act
3548,U,Abu Omar al-Shishani
816,U,The Intermediate-Range Nuclear Forces Treaty
4352,U,Senator Kamala Harris announces she is withdrawing from the October 25–27 Second Step Presidential Justice Forum at Benedict College in Columbia
5604,D,Mike Pence classified documents incident: The FBI conducts a search of Pence's home and finds an additional classified document.
270,D,President Ford posthumously pardons Robert E. Lee
2579,U,U.S. President Barack Obama begins a four-day meeting with Chinese President Hu Jintao.
4828,U,Arkansas reports a new one-day record for new cases.
5296,D,Lawyers representing dozens of previously abused Olympic gymnasts announce that they intend to seek US$1 billion from the FBI. The basis for their lawsuit is that the agency failed to intervene against Larry Nassar when it was initially informed about the sexual abuse on the part of the former osteopathic physician that he committed while serving for years as the team doctor of the United States women's national artistic gymnastics team.
1566,U,The United States government acknowledges existence of the "Secret War" in Laos
4597,U,George Floyd protests:
2635,D,STS-134: Space Shuttle Endeavour is launched for the final time at 8:56 A. M. EDT.
1922,D,Walt Disney Pictures' 42nd feature film
2053,U,PBS Kids debuts a programming block targeted at children aged 6
4350,U,Google announces that its 53-qubit 'Sycamore' processor has achieved quantum supremacy.
2919,U,NASA's Mars Science Laboratory lands with the Curiosity rover.
3891,U,The FDA approves "Abilify MyCite"
2458,U,The job market hits a post-recession bottom of 129
3151,D,Satmar Hasidic businessman Menachem Stark of Williamsburg
51,U,The last draft lottery is held
256,D,A violent F4 tornado hits the Omaha metropolitan area
2347,U,The Philadelphia Phillies beat the Tampa Bay Rays in the 2008 World Series. The series score was 4–1.
4736,U,Pennsylvania announces that out-of-state travelers will be required to either quarantine or present a negative COVID-19 test result to enter the state.
4320,U,New York Congressman Chris Collins resigns and then pleads guilty to insider trading and lying to the FBI.
1476,U,Oklahoma City bombing: In Oklahoma City
4683,U,Hurricane Delta makes landfall near Creole
3040,U,A group of Washington University School of Medicine scientists announce in a study published in the journal Neuron that they have identified a number of genetic markers that are associated with increased risk of Alzheimer's disease.
5788,U,United States v. Bankman-Fried – FTX founder Sam Bankman-Fried is convicted by a jury on all seven fraud-related counts.
4791,U,2020 presidential election: Georgia re-certifies Joe Biden as the winner of the state following a second recount.
4965,D,South Carolina House votes to add firing squad to execution methods; South Carolina would become the fourth state to use firing squad after Mississippi
3324,D,A gunman fatally shoots a doctor at a VA hospital in El Paso
5460,U,Steve Bannon surrenders to prosecutors in New York over fraud charges.
2599,U,The U.S. Senate passes the same small spending bill that funds the federal government through March 18 and cuts $4 billion in spending.
4907,U,2021 Atlanta spa shootings – Eight people are killed and one is injured in a trio of shootings at spas in the Metro Atlanta
4834,U,A Wisconsin pharmacist is arrested after destroying 500 doses of the Moderna vaccine.
7,U,The 43rd Academy Awards ceremony
1340,D,Ashley Caldwell
3578,U,Four people are killed when a small plane crashes in Anchorage
850,D,After Yasir Arafat renounces violence
4980,U,A suspicious package is sent to the home of U.S. Senator Rand Paul (R–KY). The incident is being investigated by the Federal Bureau of Investigation and United States Capitol Police.
132,U,UCLA captures its seventh consecutive college basketball national championship and eighth in ten seasons under John Wooden
1854,D,President Bush announces his limited support for federal funding of research on embryonic stem cells.
1438,D,Pulp Fiction
635,D,Michael Jackson's music video for "Thriller" is broadcast for the first time. It becomes the most often repeated and famous music video of all time
878,U,James D. Watkins starts his term of office as U.S. Secretary of Energy.
3622,D,President Barack Obama formally endorses Hillary Clinton for the Democratic presidential nomination.
946,D,Friday the 13th mini-crash: The Dow Jones Industrial Average plunges 190.58 points
3112,D,Adobe reveals that 2.9 million customers' data was stolen in security breach which included credit card information.
5104,U,Hurricane Ida
3976,U,Three people suffer gunshot wounds when a female shooter
4504,D,Former film producer Harvey Weinstein is sentenced to 23 years in prison for rape and sexual assault.
618,D,Huey Lewis and the News's album Sports is released.
5951,U,Abortion in Arizona: Arizona governor Katie Hobbs signs a bill that will allow abortions up to 15 weeks into the pregnancy
708,U,TWA Flight 847
5593,U,Joe Biden classified documents incident: The FBI conducts a planned search of President Biden's home in Rehoboth Beach
4525,U,COVID-19 pandemic: The Department of Labor reports that 281
4819,U,The FDA authorizes emergency use of the Moderna COVID-19 vaccine.
3993,U,Avengers: Infinity War
1742,D,Mercury program: Liberty Bell 7 is raised from the Atlantic Ocean.
4739,U,The FDA grants emergency use authorization to a home testing kit by Lucira Health
4409,D,A mass shooting occurs at a kosher grocery store in Jersey City
3920,U,Papa John's founder John Schnatter steps down as CEO of the pizza restaurant chain and will be replaced by chief operating officer Steve Ritchie on January 1.
2785,U,Former Pennsylvania Senator Rick Santorum wins the Republican Iowa Caucus by a record low margin of 34 votes over former Massachusetts Governor Mitt Romney.
5799,D,2023 Israel
3864,U,Playboy founder Hugh Hefner dies at the age of 91.
2324,U,Vibra Bank in Chula Vista
750,D,People Power Revolution: President Ferdinand Marcos of the Philippines goes into exile in Hawaii after 20 years of rule; Corazon Aquino becomes the first Filipino woman president
1822,D,Brothers Reginald and Jonathan Carr break into a house in Wichita
5720,U,Michigan Attorney General Dana Nessel announces charges against 16 pro-Trump "fake electors" who attempted to overturn Biden’s victory in the state during the 2020 election.
2676,U,According to a 2012 U.S. Census Bureau estimate
4102,U,Attorney General Jeff Sessions tenders his resignation at President Trump's request.
4792,U,Joe Biden nominates retired Army General Lloyd Austin to be the first African American Secretary of Defense.
662,U,1984 Barneveld
2231,U,William J. Fallon succeeds Gen. John Abizaid as the head of Central Command in Iraq.
1056,U,In Orange County
86,D,Nolan Bushnell and Ted Dabney co-found Atari
326,D,Viking program: The Viking 1 lander successfully lands on Mars
2216,D,A plane crashes into a high-rise building in New York City
3737,D,Police forcibly evict all remaining Dakota Access Pipeline protesters
5536,D,December 13
2629,U,Eight American troops and one contractor are shot and killed by an Afghan National Army Air Force pilot. Five Afghan soldiers were also wounded in the attack
854,D,Drexel Burnham Lambert agrees to plead guilty to insider trading and other violations and pay penalties of US$650 million.
2258,U,Tornadoes strike Greensburg
2146,D,Southwest Airlines Flight 1248 overshoots the runway at Chicago Midway Airport
5804,D,The US alleges a plot by the Indian government to assassinate the New York-based Sikh separatist Gurpatwant Singh Pannun
4105,D,Federal judge Brian Morris rules that the Keystone Pipeline cannot be built until a new Environmental impact assessment is completed. Four months later
1166,D,A 'Joint Understanding' agreement on arms reduction is signed by U.S. President George H. W. Bush and Russian President Boris Yeltsin (this is later codified in START II).
4913,D,COVID-19 pandemic: More than 30 million confirmed cases of COVID-19 in the United States.
3325,D,The Ohio State Buckeyes defeat the Oregon Ducks to win the inaugural College Football Playoff National Championship at AT&T Stadium in Arlington
5697,U,Chad Doerman kills three of his children but his wife and stepdaughter manage to escape. He was arrested later that day.
3513,D,An E. coli outbreak involving over one dozen states and 150 000 products took place.
5476,D,New York attorney general Letitia James files a $250 million civil fraud suit against Donald
2176,D,After over 30 years
1065,D,STS-38: Space Shuttle Atlantis is launched on a classified military mission.
3708,D,Justice Department Inspector General Michael E. Horowitz launches an investigation into the conduct of the Justice Department and the Federal Bureau of Investigation
190,U,The 46th Academy Awards ceremony
480,D,The 52nd Academy Awards ceremony
3416,U,Defense Secretary Ashton Carter announces that the US will position tanks and heavy weapons in eastern and central Europe in response to Russia's continued military involvement in Ukraine.
1213,D,The NFL introduces its current free agent system.
952,D,The Phillips Disaster in Pasadena
451,U,The Church of Jesus Christ of Latter-day Saints extends the priesthood and temple blessings to "all worthy males"
1747,D,Buford O. Furrow Jr. wounds five and kills one during the Los Angeles Jewish Community Center shooting.
4528,U,The USNS Comfort (T-AH-20) hospital ship is announced to be deployed to New York. The USNS Mercy (T-AH-19) is to be deployed to Los Angeles.
1733,D,American Airlines Flight 1420 overruns the runway in Little Rock
3433,D,A woman dies of measles at the University of Washington Medical Center
5440,D,Capitol rioter and Proud Boys member Joshua Pruitt is sentenced to 55 months in prison
2504,U,The Protecting Cyberspace as a National Asset Act is introduced in the US Senate.
5654,D,President Biden formally announces his campaign for reelection in the 2024 United States presidential election.
389,U,The Supreme Court of the United States rules that states are not required to spend Medicaid funds on elective abortions.
5533,U,Elizabeth Holmes is sentenced to 11 years and three months in prison for criminal fraud in connection to her role as CEO of Theranos.
3795,D,Michelle Carter of Massachusetts is found guilty of involuntary manslaughter for encouraging her boyfriend Conrad Roy to take his own life. She had sent a number of text messages encouraging him to kill himself and as a result Roy died of carbon monoxide poisoning inside his vehicle in 2014.
4426,U,Washington state legislator Matt Shea (R-Spokane Valley) is accused of domestic terrorism on three occasions
417,D,A new Peanuts special
4592,U,COVID-19 pandemic: The official nationwide death toll surpasses 100
2693,U,Northern Mariana Islands Governor Benigno Fitial and Guam Governor Eddie Calvo state that they are in serious talks to potentially merge the U.S. territories of Guam and the Northern Mariana Islands.
615,D,The Philadelphia Arena is destroyed by arson.
5735,U,Trump is indicted in Atlanta on 13 counts including racketeering for his attempts to overturn President Biden's victory in Georgia during the 2020 election. Indictments are also announced against 18 Trump associates.
3769,U,The entire Senate is invited to the White House for a briefing on North Korea.
1125,D,In Hamlet
2787,U,Classified documents are leaked detailing a range of advanced non-lethal weapons proposed or in development by the U.S. Armed Forces. Among the systems described are a laser-based weapon designed to divert hostile aircraft
3205,D,The Federal Communications Commission announces that it will consider a new rule that will allow Internet service providers to offer content providers a faster track to send content
2162,U,The US Government reports that wholesale inflation in 2005 increased by highest amount since 1990.
5119,U,COVID-19 pandemic
5795,U,2023 Israel
3793,D,It is reported that special counsel Robert Mueller is investigating President Trump for possible obstruction of justice and whether he tried to end an inquiry into his sacked national security adviser.
2154,U,The Bush administration proposes spending $114 million on educational programs to expand the teaching of Arabic
4229,D,Jay-Z becomes the first hip-hop billionaire
4465,U,The 2020 Iowa Democratic and Republican caucuses take place. The Democratic caucus results are delayed due to problems with a vote-counting app.
5042,D,Michael Gargiulo (a.k.a. the Hollywood Ripper) is sentenced to death for two murders.
1994,U,Facing an investigation surrounding allegations of illegal drug use
2407,U,American Muslim Abdulhakim Mujahid Muhammad opens fire outside of a military recruiting office in Little Rock
5218,D,COVID-19 pandemic in the United States: The Biden Administration is reported to be freely providing 400 million N95 masks to Americans to help combat the COVID-19 pandemic.
824,U,The Democratic National Convention in Atlanta
4648,U,Facebook founder Mark Zuckerberg reaches a net worth exceeding $100 billion
3239,U,Former New Orleans Mayor Ray Nagin is sentenced to ten years in prison for bribery
5521,U,A single ticket in Altadena
4843,U,Amid an industry crackdown on extremist content following the January 6 Capitol riot
5611,U,Trial of Alex Murdaugh: Alex Murdaugh is convicted by a jury and sentenced to life in prison without parole the next day for the murders of both his wife and son as well as two gun charges.
372,U,Tenor Luciano Pavarotti and the PBS opera series Live from the Met both make their American television debuts. Pavarotti stars in a complete production of Puccini's La Boheme.
1871,D,U.S. President George W. Bush signs the USA PATRIOT Act into law.
365,D,The Great Lakes Blizzard of 1977 hits Buffalo
4918,U,Maine reports its first case of the Lineage P.1 variant
1895,U,U.S. special forces are deployed in the Philippines in Operation Enduring Freedom
1973,U,President George W. Bush authorizes $350 billion worth of tax cuts over 10 years.
1907,U,Layalina Productions
2922,U,After an outbreak of the mosquito-borne West Nile virus kills at least 17 people
1272,U,Patrick Johnson
1795,D,The Confederate submarine H. L. Hunley is raised to the surface after 136 years on the ocean floor.
2488,U,Arizona becomes the 16th state to sue the federal government over the Patient Protection and Affordable Care Act.
4284,U,Johnson & Johnson is ordered to pay $572 million for contributing to the opioid crisis in Oklahoma.
1924,U,In Arlington
4329,U,Finland agrees to return Native American remains and other artifacts stolen in 1891 to Mesa Verde National Park in Colorado.
